nama,harga,tipe_review,kata_kunci
Sword and Fairy 7,260100.00000000006,Mostly Positive,"RPG,Singleplayer,Martial Arts,Mythology,Action RPG,Story Rich,Female Protagonist,Open World,3D,Action,Sexual Content,Adventure,Fantasy,Third Person,Great Soundtrack,CRPG,Anime,Romance,Nudity,Atmospheric"
Silica,260100.00000000006,Mostly Positive,"Multiplayer,RTS,FPS,Strategy,Shooter,PvP,Vehicular Combat,3D,Sci-fi,Action,Aliens,Early Access,Physics,Singleplayer,First-Person,Indie,Co-op,PvE,Online Co-Op,Futuristic"
Kill It With Fire 2,104850.0,Very Positive,"Colorful,PvP,Singleplayer,Cute,Multiplayer,Funny,Casual,Action,Co-op,Simulation,Comedy,Family Friendly,Physics,Early Access,Horror,Destruction,First-Person,Shoot 'Em Up,Online Co-Op,Beat 'em up"
The Riftbreaker: Heart of the Swamp,82350.0,Mixed,"Base Building,Strategy,Tower Defense,Survival,Adventure,RPG,Simulation,Hack and Slash,Crafting,Action,Resource Management,Sci-fi,Building,Action RPG,Exploration,Isometric,Loot,Sandbox,Mechs,Atmospheric"
Atelier Ryza 2: Lost Legends & the Secret Fairy,260100.00000000006,Very Positive,"Exploration,Collectathon,Crafting,Turn-Based,JRPG,Female Protagonist,RPG,Cute,Turn-Based Combat,Story Rich,Action,Casual,Simulation,Anime,Fantasy,Emotional,Adventure,Singleplayer,Sexual Content,Open World"
Castlevania: Lords of Shadow 2,225420.00000000006,Very Positive,"Action,Adventure,Vampire,Hack and Slash,Gothic,Singleplayer,Third Person,Fantasy,Sequel,Metroidvania,Action RPG,Dark,Epic,Gore,Violent,Atmospheric,Story Rich,RPG,Great Soundtrack,Horror"
I Expect You To Die 3: Cog in the Machine,172350.0,Very Positive,"Adventure,Action,Simulation,Puzzle,VR,First-Person,Stylized,Cold War,Comedy,Horror,Investigation,Mystery,Retro,Singleplayer,Co-op,Multiplayer,Escape Room,Soundtrack"
Wedding Witch,33600.0,Very Positive,"Sexual Content,Mature,Action Roguelike,NSFW,Hentai,Roguelike,Action,Casual,Action RPG,RPG,Isometric,3D,Anime,Top-Down,Fantasy,Survival,Romance,Multiple Endings,Linear,PvE"
Dead Space (2008),156060.00000000003,Very Positive,"Horror,Sci-fi,Action,Space,Survival Horror,Third Person,Atmospheric,Singleplayer,Third-Person Shooter,Gore,Shooter,Aliens,Dark,Futuristic,Story Rich,Silent Protagonist,Survival,Adventure,Zombies,Immersive"
Prison Simulator,122849.99999999999,Very Positive,"RPG,Casual,Simulation,Crime,Action,Singleplayer,FPS,First-Person,Realistic,Sandbox,Atmospheric,Funny,Dark Comedy,Stealth,Open World,Story Rich,Inventory Management,Trading,Conversation,Combat"
MADNESS: Project Nexus,127350.0,Overwhelmingly Positive,"Gore,Arena Shooter,Beat 'em up,Shooter,Hack and Slash,Gun Customization,Funny,Character Customization,3D,Action,Blood,Combat,Third Person,Third-Person Shooter,Controller,Violent,Atmospheric,Co-op,Local Co-Op,Dark"
Saints Row IV: Re-Elected,134910.0,Very Positive,"Open World,Action,Comedy,Co-op,Third-Person Shooter,Superhero,Character Customization,Sandbox,Funny,Third Person,Adventure,Online Co-Op,Aliens,Parody ,Multiplayer,Great Soundtrack,Singleplayer,Sci-fi,Dark Humor,Female Protagonist"
The Outer Worlds: Peril on Gorgon,89850.0,Very Positive,"RPG,Gore,Violent,PvE,Action,Adventure,Exploration,First-Person,Sci-fi,Singleplayer,Action RPG,Action-Adventure,FPS,Open World,Shooter"
Unravel,260100.00000000006,Very Positive,"Action,Puzzle,Adventure,Family Friendly,Singleplayer,Atmospheric,Colorful,Platformer,Co-op,Puzzle Platformer,Beautiful,Great Soundtrack,Multiplayer,Side Scroller,Indie,Cute,2D Platformer,Controller,Physics"
Deep Rock Galactic - MegaCorp Pack,67350.0,Very Positive,"Action,Dwarf,Indie"
STAR WARS™ Knights of the Old Republic™,89910.0,Very Positive,"RPG,Sci-fi,Story Rich,Singleplayer,Classic,Adventure,Party-Based RPG,Real-Time with Pause,Choices Matter,Third Person,Action,Space,Exploration,Fantasy,Atmospheric,Turn-Based,Great Soundtrack,Moddable,Female Protagonist,Open World"
Hunt: Showdown 1896 - Spirit of Nian,80850.0,Very Positive,"Action,Violent,Gore,Multiplayer,Horror,Shooter,First-Person,FPS,Survival,Survival Horror,Team-Based,Perma Death,Co-op,Hunting,Battle Royale,Female Protagonist,Western"
Disney Infinity 3.0: Gold Edition,225420.00000000006,Very Positive,"Adventure,Action,Sandbox,Family Friendly,Open World,Multiplayer,Third Person,Building,Racing"
Castlevania: Lords of Shadow – Ultimate Edition,156060.00000000003,Very Positive,"Action,Adventure,Hack and Slash,Vampire,Singleplayer,Fantasy,Gothic,Quick-Time Events,Third Person,Medieval,Dark Fantasy,Atmospheric,Great Soundtrack,Story Rich,Action-Adventure,Character Action Game,Controller,Spectacle fighter,Nudity,Metroidvania"
In Sound Mind,179850.0,Overwhelmingly Positive,"Horror,Psychological Horror,Story Rich,Puzzle,Action,Singleplayer,Atmospheric,First-Person,Indie,Shooter,Action-Adventure,FPS,Platformer,Exploration,Cats,Psychedelic,Music,3D Platformer,Hidden Object,Puzzle Platformer"
RAGE 2,260100.00000000006,Mixed,"Action,FPS,Open World,Post-apocalyptic,Vehicular Combat,Automobile Sim,Singleplayer,Gore,Shooter,Violent,First-Person,Multiplayer,Blood,Funny,Exploration,Sci-fi,Adventure,Cyberpunk,Racing,Sandbox"
Warhammer: Vermintide 2 - Outcast Engineer Career,37350.0,Mostly Positive,"Indie,Action,Dwarf,Gore,Violent"
Battlezone Gold Edition,17030.0,Mostly Positive,"Action,VR,Tanks,Shooter,Multiplayer,Singleplayer,Roguelike,FPS,Co-op"
Hunt: Showdown 1896 - Death's Herald,71850.0,Very Positive,"Action,Violent,Gore,Horror,Shooter,Survival,FPS,Multiplayer,Survival Horror,First-Person,Perma Death,Singleplayer,Team-Based,Atmospheric,Great Soundtrack,Tactical,Lore-Rich,Combat,Character Customization,Beautiful"
Arma 3 Creator DLC: Reaction Forces,119850.0,Mostly Positive,"Military,Action,Multiplayer,Simulation,Shooter,Realistic,First-Person,Open World,Tactical,FPS,War,Co-op,Strategy,Sandbox,Singleplayer,Moddable,Combat,Online Co-Op,Team-Based,Third-Person Shooter"
The Binding of Isaac,26910.000000000004,Very Positive,"Action Roguelike,Roguelike,Indie,Replay Value,Difficult,Procedural Generation,Dark,Action,Top-Down,Great Soundtrack,Addictive,Singleplayer,Adventure,Roguelite,2D,Dungeon Crawler,Survival,RPG,Perma Death,Bullet Hell"
Arma 3 Jets,129870.0,Mixed,"Simulation,Action,Strategy,Flight,Violent,Military,Gore"
Desperados III,260100.00000000006,Overwhelmingly Positive,"Strategy,Real Time Tactics,Stealth,Western,Tactical,Isometric,Singleplayer,Assassin,Difficult,Third Person,Action,Atmospheric,Historical,Violent,Adventure,Top-Down,Indie,Survival,RTS,Great Soundtrack"
Hellbreach: Vegas,104850.0,Mostly Positive,"Online Co-Op,Indie,FPS,Zombies,PvE,Action,Co-op,Shooter,Survival,Demons,Multiplayer,Horror,First-Person,Team-Based,Arena Shooter,Singleplayer,Noir,Post-apocalyptic,Arcade,3D"
The Enjenir,104850.0,Very Positive,"Physics,Building,Simulation,Sandbox,3D Platformer,Puzzle,Parkour,Automobile Sim,Action,Funny,Singleplayer,Realistic,3D,Third Person,Parody ,Difficult,Base Building,Trains,Medieval,Platformer"
Deep Rock Galactic - Supporter Upgrade,90870.0,Overwhelmingly Positive,"Indie,Action,Dwarf,Co-op,Multiplayer"
Pixel Game Maker MV,260100.00000000006,Mostly Positive,"Action,Casual,Game Development,Pixel Graphics,Design & Illustration,Utilities,Web Publishing,GameMaker,Education,RPGMaker,Animation & Modeling,Software,2D,Anime,Early Access,Software Training,Sexual Content"
Star Valor,59700.0,Very Positive,"Space,Sandbox,Action,RPG,Loot,Exploration,Open World,Mining,Top-Down Shooter,Sci-fi,Procedural Generation,Atmospheric,Relaxing,Top-Down,Indie,Singleplayer,2.5D,2D,Aliens,Early Access"
Firefighting Simulator - The Squad,245850.0,Very Positive,"Simulation,Multiplayer,Action,Realistic,Singleplayer,Co-op,Driving,3D,Online Co-Op,Strategy,Open World,Atmospheric,Adventure,Casual,Sandbox,Action-Adventure,First-Person"
Medal of Honor™,156060.00000000003,Very Positive,"FPS,Action,Shooter,Singleplayer,Multiplayer,Military,First-Person,War,Modern,Realistic,Co-op,America,Controller,Linear,Stealth,Mature,Open World,Story Rich,Atmospheric,VR"
Shoulders of Giants: Ultimate,122849.99999999999,Very Positive,"Action,Action Roguelike,Roguelike,Online Co-Op,Roguelite,3D,Sci-fi,Space,Atmospheric,Combat,PvE,Co-op,RPG,Multiplayer,Singleplayer,Mechs,Robots,Procedural Generation,Looter Shooter,Third-Person Shooter"
Bum Simulator,116850.0,Very Positive,"Simulation,Adventure,Action,Survival,Funny,Open World,Singleplayer,Sandbox,First-Person,Base Building,Comedy,Building,Memes,Realistic,Crafting,Physics,Co-op,Sexual Content,Casual,Dark Humor"
Steelrising,260100.00000000006,Mostly Positive,"Atmospheric,Souls-like,Action,Singleplayer,Third Person,RPG,Adventure,Action RPG,Difficult,Fantasy,Character Customization,Exploration,Story Rich,Soundtrack,Violent,Dark Fantasy,Alternate History,Character Action Game,Action-Adventure,Cinematic"
STRETCHER MEN,74850.0,Mixed,"Action,Comedy,Singleplayer,Physics,Action-Adventure,Casual,3D Platformer,Indie,3D"
A Total War Saga: THRONES OF BRITANNIA,225420.00000000006,Mixed,"Strategy,Historical,RTS,Turn-Based Strategy,Medieval,War,Action,Grand Strategy,Singleplayer,Multiplayer,Tactical,Co-op,Vikings,Military,Atmospheric,Turn-Based,Sandbox,City Builder,Real Time Tactics,Base Building"
Sonic Mania,225420.00000000006,Very Positive,"Great Soundtrack,2D,Platformer,Retro,Classic,Pixel Graphics,Fast-Paced,Colorful,Adventure,Action,Side Scroller,Singleplayer,Family Friendly,Local Co-Op,Casual,Multiplayer,Arcade,Action-Adventure,Cartoony,Remake"
Prince of Persia®: The Sands of Time,13050.0,Very Positive,"Action,Adventure,Parkour,Platformer,Classic,Third Person,Singleplayer,Time Manipulation,Puzzle Platformer,Story Rich,Time Travel,Fantasy,Great Soundtrack,Atmospheric,Hack and Slash,Controller,3D Platformer,Puzzle,Retro,Action-Adventure"
Hatred,45370.0,Very Positive,"Gore,Violent,Action,Dark,Mature,Shooter,Villain Protagonist,Indie,Isometric,Singleplayer,Twin Stick Shooter,Psychological Horror,Open World,Horror,Top-Down Shooter,Dark Humor,Third-Person Shooter,Survival,Difficult,Dark Fantasy"
Space Engineers - Wasteland,22350.0,Very Positive,"Strategy,Action,Indie,Simulation"
Crypt of the NecroDancer: AMPLIFIED,51870.0,Very Positive,"Indie,Action,RPG,Rhythm,Roguelike,Great Soundtrack,Pixel Graphics"
Call of Duty®: Black Ops Cold War - Starter Pack,74850.0,Mostly Positive,"Action,Gore,Violent,Gun Customization,PvE,Zombies,FPS,Co-op,Tactical,Shooter,PvP,First-Person,Online Co-Op,Multiplayer,Military,Singleplayer"
THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,38870.0,Very Positive,"Fighting,Arcade,2D Fighter,Action,Classic,Multiplayer,2D,Retro,Pixel Graphics,Great Soundtrack,Anime,Competitive,Local Multiplayer,Controller,1990's"
Daymare: 1994 Sandcastle,112350.0,Mostly Positive,"Shooter,Horror,Third Person,Survival Horror,Action,Female Protagonist,Exploration,Adventure,Old School,Singleplayer,Combat,Story Rich,Gore,Violent,Military,Survival,Zombies"
Lost Judgment - The Kaito Files Story Expansion,260100.00000000006,Very Positive,"Adventure,Action,Violent,Gore,Sexual Content,Great Soundtrack"
"STAR WARS™ Battlefront (Classic, 2004)",149850.0,Overwhelmingly Positive,"Action,Multiplayer,Classic,FPS,Sci-fi,Third-Person Shooter,Singleplayer,Shooter,Space,First-Person,Great Soundtrack,Third Person,Co-op,Controller,Moddable,War"
Portal Knights,106470.0,Very Positive,"Adventure,Sandbox,Multiplayer,RPG,Building,Crafting,Survival,Co-op,Action,Exploration,Singleplayer,Fantasy,Voxel,Casual,Cute,Dungeon Crawler,Early Access,Third Person,Local Co-Op,Great Soundtrack"
Hunt: Showdown 1896 - They Came From Salem,89850.0,Very Positive,"Action,Gore,Violent,Team-Based,Western,FPS,Tactical,Zombies,Perma Death,Lore-Rich,Atmospheric,Dark,Female Protagonist,Hunting,Multiplayer,Survival Horror,Combat,America,Extraction Shooter,Character Customization"
Onimusha: Warlords,260100.00000000006,Very Positive,"Action,Violent,Hack and Slash,Classic,Singleplayer,Ninja,Third Person,Survival Horror,Dark Fantasy,Atmospheric,Horror,Demons,Anime,Action-Adventure,Swordplay,Difficult,Remake,Story Rich,Fantasy,Historical"
Cat Quest,84370.0,Overwhelmingly Positive,"Adventure,RPG,Cats,Cute,Action,Hack and Slash,Indie,Open World,Singleplayer,Casual,Action RPG,Loot,Fantasy,Funny,2D,Dragons,Multiplayer,Cozy,Wholesome,Co-op"
Survive the Nights,93600.0,Mostly Positive,"Sandbox,Adventure,FPS,PvE,Multiplayer,Post-apocalyptic,Zombies,Realistic,Action,Online Co-Op,First-Person,Massively Multiplayer,Co-op,Combat,Survival,Inventory Management,RPG,Atmospheric,Early Access,Open World Survival Craft"
ONE PUNCH MAN: A HERO NOBODY KNOWS,260100.00000000006,Mixed,"Action,Anime,Fighting,Character Customization,Arcade,Casual,Superhero,Open World,Multiplayer,3D Fighter"
Touhou Fuujinroku ~ Mountain of Faith.,104850.0,Overwhelmingly Positive,"Indie,Action,Bullet Hell,Great Soundtrack,Shoot 'Em Up,Female Protagonist,Faith,Singleplayer,2D,Difficult,Anime,Cute,Arcade,Psychological Horror"
Call of Duty®: Modern Warfare® III - Emerald Pro Pack,260100.00000000006,Positive,"FPS,Action,Multiplayer,Shooter,Singleplayer,Military,First-Person,War,Modern,Tactical,Violent,Co-op,Realistic,Story Rich,Atmospheric,Mature,Online Co-Op,Gore,Third-Person Shooter,Third Person"
XCOM 2: War of the Chosen,225420.00000000006,Very Positive,"Strategy,Turn-Based,Turn-Based Tactics,Tactical,Aliens,Sci-fi,Turn-Based Strategy,Singleplayer,Character Customization,Zombies,Action,Difficult,Multiplayer"
Bendy and the Dark Revival,157350.0,Very Positive,"Horror,Action,First-Person,Singleplayer,Survival Horror,Adventure,Indie,Cartoony,Story Rich,Dark,Puzzle,Survival,Action-Adventure,Sequel,Stealth,Combat,Atmospheric,Strategy,Great Soundtrack,Casual"
JoJo's Bizarre Adventure: All-Star Battle R - Wonder of U,52350.0,Positive,"Action,PvP,2D,Anime,2D Fighter,2D Platformer"
Call of Duty®: Modern Warfare® III - Cyberjunkie: Pro Pack,260100.00000000006,Positive,"FPS,Multiplayer,Action,Shooter,Singleplayer,Military,First-Person,War,Modern,Tactical,Violent,Co-op,Realistic,Story Rich,Atmospheric,Mature,Online Co-Op,Gore,Third-Person Shooter,Third Person"
Sniper Elite 5: Target Führer - Wolf Mountain,29850.0,Mixed,"Action,Adventure,Violent,Gore"
Heavenly Bodies,122849.99999999999,Overwhelmingly Positive,"Physics,Difficult,Space,Adventure,Local Co-Op,Simulation,Puzzle,Atmospheric,Precision Platformer,Stylized,Puzzle Platformer,Co-op,Singleplayer,Action,Indie,Funny,2.5D,Local Multiplayer,Comedy,Controller"
The Sims™ 4 Laundry Day Stuff,149850.0,Mixed,"Simulation,Action,Singleplayer,Character Customization,Classic,Sandbox,Adventure,Casual,Choose Your Own Adventure,Immersive Sim,Dating Sim"
Hell Let Loose -  Operation Lüttich Units,134850.0,Mixed,"Action,Indie,Massively Multiplayer,Simulation,Strategy,Gore,Violent"
Batman - The Telltale Series,90870.0,Very Positive,"Choices Matter,Story Rich,Adventure,Superhero,Singleplayer,Episodic,Quick-Time Events,Action,Point & Click,Atmospheric,Dark,Comic Book,Choose Your Own Adventure,Detective,Noir,Violent,Visual Novel,Gore,Mature,Hidden Object"
Space Engineers - Sparks of the Future,22350.0,Very Positive,"Simulation,Action,Indie,Strategy"
Hitman 2: Silent Assassin,53010.0,Very Positive,"Stealth,Action,Third Person,Assassin,Singleplayer,Classic,Shooter,Sandbox,Great Soundtrack,Old School,Difficult,Adventure,Gore,First-Person,FPS,Crime,Third-Person Shooter,Atmospheric,Tactical,Story Rich"
Shadow Tactics: Blades of the Shogun,225420.00000000006,Overwhelmingly Positive,"Stealth,Strategy,Tactical,Ninja,Real Time Tactics,Singleplayer,Indie,Isometric,Assassin,Historical,Action,RTS,Difficult,Violent,Atmospheric,Third Person,Adventure,Survival,Puzzle,Great Soundtrack"
The Break-In,122849.99999999999,Very Positive,"VR,Multiplayer,Stealth,Simulation,Crime,Online Co-Op,Heist,Action,Funny,Horror,Exploration,Platformer,Co-op,3D Platformer,Immersive Sim,Physics,First-Person,Action-Adventure,Co-op Campaign,Dark Comedy"
MELTY BLOOD ARCHIVES,105000.0,Very Positive,"Action,PvP,Multiplayer,2D,Pixel Graphics,Vampire,Singleplayer,2D Fighter,Modern,PvE,Local Multiplayer,Controller,Tutorial"
Dead by Daylight - Macabre Tales Pack,260100.00000000006,Mixed,"Action,Gore,Violent"
Forgive Me Father 2,127350.0,Very Positive,"FPS,Lovecraftian,Boomer Shooter,Action,First-Person,Atmospheric,Comic Book,3D,Shooter,Singleplayer,Horror,Retro,Combat,Stylized,Violent,Dark,Story Rich,Fast-Paced,Faith,Adventure"
Tank Mechanic Simulator,122849.99999999999,Very Positive,"Tanks,Simulation,World War II,Realistic,Singleplayer,First-Person,Building,Relaxing,Action,Indie,Management,Walking Simulator,Crafting,Economy,Casual,Exploration,Resource Management,Adventure,Atmospheric,Family Friendly"
Shieldwall,179850.0,Very Positive,"Action,Simulation,Medieval,Sandbox,War,Strategy,Funny,Rome,Colorful,Historical,Indie,Adventure,Third Person,Singleplayer,PvP,Comedy,Casual,Multiplayer,Physics,3D"
WARNO - Nemesis #1 - Air Assault,74850.0,Very Positive,"Action,Indie,Simulation,Strategy"
Slime Rancher: Secret Style Pack,32250.0,Very Positive,"Indie,Simulation,Adventure,Action,Cute,Singleplayer,Funny"
Call of Juarez: Gunslinger,134910.0,Overwhelmingly Positive,"Western,FPS,Action,Shooter,Singleplayer,Story Rich,Bullet Time,Comedy,First-Person,Narration,Adventure,Dynamic Narration,Funny,Violent,Atmospheric,Arcade,Gore,America,Historical,Alternate History"
Destiny 2: Lightfall,260100.00000000006,Mostly Negative,"Free to Play,Open World,FPS,Looter Shooter,MMORPG,Co-op,PvE,PvP,Multiplayer,Action,Adventure,Shooter,Massively Multiplayer,Loot,Sci-fi,First-Person,Lore-Rich,Space,Competitive,Atmospheric"
Killing Floor,156060.00000000003,Overwhelmingly Positive,"FPS,Zombies,Co-op,Survival,Horror,Action,Multiplayer,Online Co-Op,Violent,Gore,Shooter,Team-Based,First-Person,Survival Horror,Moddable,Class-Based,Bullet Time,3D,Singleplayer,Dark Comedy"
Space Engineers - Decorative Pack,22350.0,Very Positive,"Simulation,Action,Indie,Strategy"
Warhammer: Vermintide 2 - Warrior Priest Career,37350.0,Mostly Positive,"Indie,Action,Violent,Gore"
NARUTO STORM 4 : Road to Boruto Expansion,225420.00000000006,Mostly Positive,"Action,Adventure,Fighting,Anime,Multiplayer,Ninja"
Longvinter,122849.99999999999,Mostly Positive,"Multiplayer,Survival,Crafting,Open World,Open World Survival Craft,Sandbox,PvP,Co-op,Adventure,Building,Exploration,Cute,Action,Shooter,Nature,Economy,Walking Simulator,Stylized,Action-Adventure,Base Building"
PAYDAY 2: The Butcher's BBQ Pack,16770.0,Very Positive,"Action,RPG,Shooter,Heist,FPS,First-Person,Co-op,Stealth,Crime,Multiplayer"
Spin Rhythm XD,127350.0,Overwhelmingly Positive,"Rhythm,Music,Indie,Casual,Action,Multiplayer,Difficult,Controller,Singleplayer,Fast-Paced,Colorful,Arcade,Futuristic,Space,3D,Audio Production,Early Access,Emotional,eSports,Hero Shooter"
Angel Tear: Goddess Betrayed,122849.99999999999,Very Positive,"Anime,Singleplayer,Visual Novel,Female Protagonist,Cute,Superhero,Magic,RPG,2.5D,Indie,NSFW,Action,2D,Sexual Content,Mature,Hentai,Nudity,Massively Multiplayer,Free to Play,Simulation"
Disney Princess: My Fairytale Adventure,225420.00000000006,Very Positive,"Action,Female Protagonist,Family Friendly,Adventure,Open World,Story Rich,Singleplayer,Casual,Funny"
Digimon World: Next Order,260100.00000000006,Very Positive,"RPG,Creature Collector,Party-Based RPG,JRPG,Simulation,Cute,3D,Anime,Singleplayer,Casual,Adventure,Open World,Action"
Castle Crashers - Blacksmith Pack,8910.0,Overwhelmingly Positive,"Adventure,Indie,RPG,Action,Casual,Multiplayer,Funny,Co-op,Beat 'em up"
